value,date,filename,description,operating country,listing country,currency,sector,industry
46.3347000,11-30-2025,CCTSF,Cactus Acquisition Corp 1 Ltd,United States,United States,USD,Finance,Corporate Finance
46.3200000,11-30-2025,ARHN,Archon Corp,United States,United States,USD,Consumer Discretionary,Casinos & Gaming
46.2666000,11-30-2025,INMB,Inmune Bio Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
46.2501000,11-30-2025,HYMC,Hycroft Mining Holding Corporation,United States,United States,USD,Finance,Corporate Finance
46.0296000,11-30-2025,AWRE,"Aware, Inc.",United States,United States,USD,Information Technology,Communications Equipment
45.6304000,11-30-2025,CNTY,Century Casinos Inc,United States,United States,USD,Consumer Discretionary,Casinos & Gaming
45.6195000,11-30-2025,REED,Reed's Inc,United States,United States,USD,Consumer Staples,Beverages
45.5630000,11-30-2025,TELA,"TELA Bio, Inc",United States,United States,USD,Health Care,Biotechnology & Life Sciences
45.5202000,11-30-2025,WBX,Wallbox NV,United States,United States,USD,Finance,Corporate Finance
45.4723500,11-30-2025,YQ,17 Education & Technology Group Inc. ADS,China,United States,USD,Information Technology,Software
45.3840000,11-30-2025,KZR,Kezar Life Sciences Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
45.1730000,11-30-2025,TPCS,TechPrecision Corp,United States,United States,USD,Industrials,Machinery
45.0457000,11-30-2025,RAVE,Rave Restaurant Group Inc,United States,United States,USD,Consumer Staples,Retail - Food & Drug
44.7996000,11-30-2025,TACT,TransAct Technologies Inc,United States,United States,USD,Information Technology,Computers & Peripherals
44.3304000,11-30-2025,MSSAF,Metal Sky Star Acquisition Corp,United States,United States,USD,Finance,Corporate Finance
44.2584000,11-30-2025,SOHO,Sotherly Hotels LP,United States,United States,USD,Real Estate,Real Estate Investment Trusts
44.1554000,11-30-2025,UEIC,Universal Electronics Inc.,United States,United States,USD,Consumer Discretionary,Household Durables
43.8513000,11-30-2025,SLNG,Stabilis Energy Inc,United States,United States,USD,Industrials,Machinery
43.8340000,11-30-2025,STBI,Sturgis Bancorp Inc,United States,United States,USD,Finance,Banks
43.8020000,11-30-2025,ICCC,Immucell Corp.,United States,United States,USD,Health Care,Pharmaceuticals
43.4716000,11-30-2025,ZIVO,Zivo Bioscience Inc,United States,United States,USD,Health Care,Pharmaceuticals
43.0560000,11-30-2025,ATNM,Actinium Pharmaceuticals Inc,United States,United States,USD,Health Care,Pharmaceuticals
43.0008000,11-30-2025,TENX,Tenax Therapeutics Inc,United States,United States,USD,Industrials,Commercial Services & Supplies
42.7443200,11-30-2025,ORGN,Origin Materials Inc,United States,United States,USD,Finance,Corporate Finance
42.4860000,11-30-2025,INUV,Inuvo Inc,United States,United States,USD,Communications,Internet
42.2910000,11-30-2025,PPSI,Pioneer Power Solutions Inc,United States,United States,USD,Industrials,Electrical Equipment
42.1364769,11-30-2025,IRON,Disc Medicine Inc,United States,United States,USD,Finance,Corporate Finance
41.8509000,11-30-2025,PED,Pedevco Corp,United States,United States,USD,Energy,Energy Equipment & Services
41.6970000,11-30-2025,WSSH,West Shore Bank Corp,United States,United States,USD,Finance,Banks
41.5410000,11-30-2025,ICMB,Investcorp Credit Management Bdc Inc,United States,United States,USD,Finance,Corporate Finance
41.4062000,11-30-2025,RFL,Rafael Holdings Inc,United States,United States,USD,Finance,General Finance
41.3055000,11-30-2025,TLYS,Tilly's Inc,United States,United States,USD,Consumer Discretionary,Retail - Specialty
41.2390000,11-30-2025,BIRD,Allbirds Inc,United States,United States,USD,Consumer Discretionary,Apparel & Luxury Goods
41.1123000,11-30-2025,FTHM,Fathom Holdings Inc.,United States,United States,USD,Real Estate,Real Estate Management & Development
40.7880000,11-30-2025,TOYO,Blue World Acquisition Corp,United States,United States,USD,Finance,Corporate Finance
40.7150000,11-30-2025,MRGO,Margo Caribe Inc.,Puerto Rico,United States,USD,Consumer Staples,Food Products
40.4514000,11-30-2025,SURG,Surgepays Inc,United States,United States,USD,Finance,General Finance
40.2347000,11-30-2025,HQI,HireQuest Inc,United States,United States,USD,Industrials,Commercial Services & Supplies
40.1465000,11-30-2025,GTMAY,Grupo TMM ADR,United States,United States,USD,Transports,Shipping
40.1243700,11-30-2025,VATE,Innovate Corp,United States,United States,USD,Utilities & Telecommunications,Telephone
40.0675000,11-30-2025,GWH,ESS Tech Inc,United States,United States,USD,Information Technology,Electronic Equipment
39.7760000,11-30-2025,CIZN,Citizens Holding Co,United States,United States,USD,Finance,Banks
39.4146000,11-30-2025,PRPO,Precipio Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
39.2871400,11-30-2025,XLO,Xilio Therapeutics Inc,United States,United States,USD,Health Care,Pharmaceuticals
39.2607000,11-30-2025,MNY,MoneyHero Ltd,United States,United States,USD,Finance,Corporate Finance
39.1160000,11-30-2025,JRSH,Jerash Holdings US Inc,United States,United States,USD,Consumer Discretionary,Apparel & Luxury Goods
39.0960000,11-30-2025,LTRN,Lantern Pharma Inc.,United States,United States,USD,Health Care,Pharmaceuticals
39.0208000,11-30-2025,INLX,Intellinetics Inc,United States,United States,USD,Information Technology,Software
38.9348000,11-30-2025,QRHC,Quest Resource Holding Corp.,United States,United States,USD,Information Technology,Electronic Equipment
38.9282000,11-30-2025,MAIA,Maia Biotechnology Inc,United States,United States,USD,Health Care,Pharmaceuticals
38.8722000,11-30-2025,SIF,SIFCO Industries Inc.,United States,United States,USD,Industrials,Aerospace & Defense
38.8620000,11-30-2025,CRGO,Freightos Ltd,United States,United States,USD,Finance,Corporate Finance
38.7982000,11-30-2025,CLIR,Clearsign Technologies Corp,United States,United States,USD,Industrials,Commercial Services & Supplies
38.6650000,11-30-2025,BHM,Bluerock Homes Trust Inc Cl A,United States,United States,USD,Real Estate,Real Estate Investment Trusts
38.4085000,11-30-2025,EQFN,Equitable Financial Corp,United States,United States,USD,Finance,Trusts & Thrifts
38.2790000,11-30-2025,ECOR,electroCore  Inc.,United States,United States,USD,Health Care,Biotechnology & Life Sciences
38.1780000,11-30-2025,ZYXI,Zynex Inc,United States,United States,USD,Health Care,Health Care Supplies
37.9776000,11-30-2025,GDST,Goldenstone Acquisition Ltd,United States,United States,USD,Finance,Corporate Finance
37.8510000,11-30-2025,WAVE,Eco Wave Power Global AB (publ),Israel,United States,USD,Utilities & Telecommunications,Utilities - Electric
37.7612000,11-30-2025,NXTC,NextCure Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
37.6970000,11-30-2025,HIPO,Hippo Holdings Inc,United States,United States,USD,Finance,Corporate Finance
37.6538000,11-30-2025,AACG,ATA Inc,United States,United States,USD,Industrials,Commercial Services & Supplies
37.5928000,11-30-2025,CNF,CNFinance Holdings Ltd,China,United States,USD,Finance,Consumer Finance
37.4912000,11-30-2025,SWAG,Stran & Company Inc,United States,United States,USD,Communications,Advertising
37.4426000,11-30-2025,APLT,Applied Therapeutics Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
37.4194000,11-30-2025,NEON,Neonode Inc,United States,United States,USD,Information Technology,Electronic Equipment
37.1750000,11-30-2025,ACFN,Acorn Energy Inc,United States,United States,USD,Information Technology,IT Services
37.0540000,11-30-2025,QNTM,QUANTUM BIOPHARMA LTD,United States,United States,USD,Health Care,Biotechnology & Life Sciences
37.0260000,11-30-2025,MOBQ,Mobiquity Technologies Inc,United States,United States,USD,Communications,Advertising
36.9798000,11-30-2025,TRT,Trio-Tech International,United States,United States,USD,Information Technology,Semiconductors
36.9200000,11-30-2025,EDRY,EuroDry Ltd,Greece,United States,USD,Transports,Shipping
36.8794000,11-30-2025,MFBP,"M&F Bancorp, Inc.",United States,United States,USD,Finance,Banks
36.7629000,11-30-2025,GNTA,Genenta Science SPA,Italy,United States,USD,Health Care,Pharmaceuticals
36.7578000,11-30-2025,UONEK,Urban One Inc Cl D,United States,United States,USD,Communications,Broadcasting
36.7392000,11-30-2025,PXLW,Pixelworks Inc,United States,United States,USD,Information Technology,Semiconductors
36.6520000,11-30-2025,BTBT,Bit Digital Inc,United States,United States,USD,Finance,Consumer Finance
36.6143000,11-30-2025,CVU,CPI Aerostructures Inc,United States,United States,USD,Industrials,Aerospace & Defense
36.3568000,11-30-2025,VERU,Veru Inc,United States,United States,USD,Consumer Staples,Personal Products
36.3499000,11-30-2025,HCBC,"High Country Bancorp, Inc.",United States,United States,USD,Finance,Trusts & Thrifts
36.2950000,11-30-2025,JANL,Janel Corp,United States,United States,USD,Transports,Airlines & Air Services
36.2013600,11-30-2025,EVTV,Envirotech Vehicles Inc,United States,United States,USD,Consumer Discretionary,Automobile Parts
36.1550000,11-30-2025,PETS,Petmed Express Inc,United States,United States,USD,Consumer Discretionary,Retail - Internet & Media
36.1460000,11-30-2025,CNNEQ,Canacol Energy Ltd (Alberta),United States,United States,USD,Energy,Oil & Gas Production
36.1339000,11-30-2025,SEOVF,Sernova Corp,Canada,United States,USD,Health Care,Biotechnology & Life Sciences
36.0882000,11-30-2025,LFT,Lument Finance Trust Inc,United States,United States,USD,Real Estate,Real Estate Investment Trusts
36.0468000,11-30-2025,BOF,BranchOut Food Inc,United States,United States,USD,Consumer Staples,Food Products
36.0225000,11-30-2025,BTAI,BioXcel Therapeutics Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
35.9242000,11-30-2025,GBIO,Generation Bio Co.,United States,United States,USD,Health Care,Pharmaceuticals
35.7060000,11-30-2025,AURA,Aura Biosciences Inc,United States,United States,USD,Health Care,Pharmaceuticals
35.5520000,11-30-2025,FGEN,FibroGen Inc,United States,United States,USD,Health Care,Pharmaceuticals
35.4879000,11-30-2025,NTWK,NetSol Technologies Inc,United States,United States,USD,Information Technology,Software
35.4820000,11-30-2025,HFBA,HFB Financial Corp.,United States,United States,USD,Finance,Trusts & Thrifts
35.4756000,11-30-2025,LVO,LiveOne Inc,United States,United States,USD,Communications,Entertainment
35.3340000,11-30-2025,MRMD,MARIMED INC,United States,United States,USD,Finance,Consumer Finance
35.1249000,11-30-2025,LITB,LightInTheBox Holding Co Ltd,United States,United States,USD,Consumer Discretionary,Retail - General
34.9272000,11-30-2025,USEG,US Energy Corp,United States,United States,USD,Energy,Oil & Gas Production
34.7700000,11-30-2025,FLFG,Federal Life Group Inc,United States,United States,USD,Finance,Insurance
34.7599000,11-30-2025,FARM,Farmer Brothers Co,United States,United States,USD,Consumer Staples,Food Products
34.7500000,11-30-2025,NMTC,Neuroone Medical Technologies Corp,United States,United States,USD,Health Care,Biotechnology & Life Sciences
34.6580000,11-30-2025,CCEL,Cryo-Cell Intl Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
34.5690000,11-30-2025,SCOR,Comscore Inc,United States,United States,USD,Information Technology,Software
34.5622000,11-30-2025,PETV,PetVivo Holdings Inc,United States,United States,USD,Health Care,Health Care Supplies
34.5384000,11-30-2025,EUDA,EUDA Health Holdings Ltd,United States,United States,USD,Finance,Corporate Finance
34.4320000,11-30-2025,VNRX,VolitionRX Ltd,United States,United States,USD,Health Care,Biotechnology & Life Sciences
34.4300000,11-30-2025,RMTI,"Rockwell Medical, Inc.",United States,United States,USD,Health Care,Health Care Supplies
34.3805000,11-30-2025,DYAI,Dyadic International Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
34.2998000,11-30-2025,NHTC,Natural Health Trends Corp,United States,United States,USD,Health Care,Health Care Supplies
34.2739000,11-30-2025,BIOQ,"BIOQUAL, Inc.",United States,United States,USD,Health Care,Biotechnology & Life Sciences
34.2200000,11-30-2025,MCAG,Mountain Crest Acquisition Corp V,United States,United States,USD,Finance,Corporate Finance
34.0219000,11-30-2025,RNTX,Rein Therapeutics Inc,United States,United States,USD,Health Care,Pharmaceuticals
34.0033000,11-30-2025,HUIZ,Huize Holding Ltd ADS,China,United States,USD,Finance,Insurance
34.0000000,11-30-2025,DVLN,DVL Inc,United States,United States,USD,Real Estate,Real Estate Investment Trusts
33.9780000,11-30-2025,KFFB,Kentucky First Federal Bancorp,United States,United States,USD,Finance,Trusts & Thrifts
33.9149000,11-30-2025,OTTW,Ottawa Savings Bancorp Inc,United States,United States,USD,Finance,Trusts & Thrifts
33.8428000,11-30-2025,HBIO,Harvard Bioscience Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
33.8096000,11-30-2025,CPIX,Cumberland Pharmaceuticals Inc,United States,United States,USD,Health Care,Pharmaceuticals
33.6990000,11-30-2025,NOTE,FiscalNote Holdings Inc,United States,United States,USD,Finance,Corporate Finance
33.6420000,11-30-2025,MYO,Myomo Inc,United States,United States,USD,Health Care,Health Care Supplies
33.6080500,11-30-2025,RNXT,RenovoRx Inc,United States,United States,USD,Health Care,Pharmaceuticals
33.6066500,11-30-2025,ATMV,AlphaVest Acquisition Corp,United States,United States,USD,Finance,Corporate Finance
33.5244000,11-30-2025,XFOR,X4 Pharmaceuticals Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
33.4115000,11-30-2025,KLTO,Klotho Neuroscience Inc,United States,United States,USD,Finance,Corporate Finance
33.0630000,11-30-2025,AATC,Autoscope Technologies Corp,United States,United States,USD,Information Technology,Electronic Equipment
33.0368000,11-30-2025,LNZA,Lanzatech Glbl Inc,United States,United States,USD,Finance,Corporate Finance
33.0352000,11-30-2025,REKR,Rekor Systems Inc,United States,United States,USD,Finance,Corporate Finance
32.7448000,11-30-2025,SNAL,Snail Inc,United States,United States,USD,Information Technology,Software
32.7387000,11-30-2025,FATBB,FAT Brands Inc,United States,United States,USD,Consumer Discretionary,Restaurants
32.5105000,11-30-2025,VNCE,Vince Holding Corp,United States,United States,USD,Consumer Discretionary,Apparel & Luxury Goods
32.5080000,11-30-2025,NDLS,Noodles & Co,United States,United States,USD,Consumer Discretionary,Restaurants
32.0892000,11-30-2025,DTST,Data Storage Corp,United States,United States,USD,Communications,Internet
32.0800000,11-30-2025,ESGL,ESGL Holdings Ltd,United States,United States,USD,Finance,Corporate Finance
32.0544000,11-30-2025,YI,111 Inc,China,United States,USD,Health Care,Health Care Services
31.9039000,11-30-2025,ACCS,ACCESS Newswire Inc,United States,United States,USD,Industrials,Commercial Services & Supplies
31.8750000,11-30-2025,IPWR,Ideal Power Inc,United States,United States,USD,Industrials,Electrical Equipment
31.8384000,11-30-2025,PRTS,Carparts.Com Inc,United States,United States,USD,Consumer Discretionary,Retail - Internet & Media
31.7900000,11-30-2025,INTE,Integral Acquisition Corp 1,United States,United States,USD,Finance,Corporate Finance
31.7580000,11-30-2025,KLNG,Deep Down Inc,United States,United States,USD,Energy,Energy Equipment & Services
31.6860000,11-30-2025,INIS,International Isotopes Inc.,United States,United States,USD,Health Care,Biotechnology & Life Sciences
31.6224000,11-30-2025,GROW,"U.S. Global Investors, Inc Class A",United States,United States,USD,Finance,Corporate Finance
31.5060000,11-30-2025,PWBK,Pacific West Bank,United States,United States,USD,Finance,Banks
31.4237000,11-30-2025,LGL,Lynch Corp. (Lynch Glass Machine Co.),United States,United States,USD,Industrials,Electrical Equipment
31.3344000,11-30-2025,COHN,Cohen & Co Inc,United States,United States,USD,Real Estate,Real Estate Investment Trusts
31.3003829,11-30-2025,KLRS,Kalaris Therapeutics Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
31.2223000,11-30-2025,NTIP,Network-1 Technologies Inc,United States,United States,USD,Information Technology,Software
31.1582002,11-30-2025,LPSN,LivePerson Inc,United States,United States,USD,Communications,Internet
30.8830000,11-30-2025,WPRT,Westport Fuel Systems Inc,United States,United States,USD,Consumer Discretionary,Automobile Parts
30.8154000,11-30-2025,ZDGE,Zedge Inc,United States,United States,USD,Information Technology,Software
30.7476000,11-30-2025,CNCK,Coincheck Merger Sub Inc,United States,United States,USD,Finance,Corporate Finance
30.7098000,11-30-2025,WULF,Terawulf Inc,United States,United States,USD,Materials,Chemicals
30.5100000,11-30-2025,FOXX,Foxx Dev Hldgs Inc,United States,United States,USD,Finance,Corporate Finance
30.4028000,11-30-2025,CREX,Creative Realities Inc,United States,United States,USD,Information Technology,Electronic Equipment
30.1710000,11-30-2025,FEDU,Four Seasons Education (Cayman) Inc,United States,United States,USD,Consumer Discretionary,Consumer Services
30.1674400,11-30-2025,IMUX,Immunic Inc,United States,United States,USD,Health Care,Pharmaceuticals
30.0975000,11-30-2025,PRKR,ParkerVision Inc.,United States,United States,USD,Information Technology,Communications Equipment
30.0000000,11-30-2025,PNBI,Pioneer Bankshares Inc. (VA),United States,United States,USD,Finance,Banks
29.8616000,11-30-2025,ALAR,Alarum Technologies Ltd,United States,United States,USD,Information Technology,Software
29.7897000,11-30-2025,ANTX,AN2 Therapeutics Inc,United States,United States,USD,Health Care,Pharmaceuticals
29.6144000,11-30-2025,KLXE,KLX Energy Services Holdings Inc,United States,United States,USD,Energy,Energy Equipment & Services
29.4272000,11-30-2025,IGC,IGC Pharma Inc,United States,United States,USD,Industrials,Construction & Engineering
29.4090000,11-30-2025,SHERF,Sherritt International Corp.,Canada,United States,USD,Energy,Coal Producers
29.3132000,11-30-2025,NTZ,Natuzzi SpA,United States,United States,USD,Consumer Discretionary,Household Durables
29.3088000,11-30-2025,RDI,Reading International Inc. Class A,United States,United States,USD,Consumer Discretionary,Leisure Facilities
29.2182000,11-30-2025,NERV,Minerva Neurosciences Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
29.1187000,11-30-2025,TC,Token Cat Ltd,United States,United States,USD,Communications,Internet
28.9317000,11-30-2025,SCYX,Scynexis Inc,United States,United States,USD,Health Care,Pharmaceuticals
28.8561000,11-30-2025,CRWS,"Crown Crafts, Inc.",United States,United States,USD,Consumer Discretionary,Apparel & Luxury Goods
28.7730000,11-30-2025,PCLB,Pinnacle Bancshares Inc/AL,United States,United States,USD,Finance,Banks
28.6200000,11-30-2025,SWSSF,Swiss Wtr Decaffinated Coffee Inc,United States,United States,USD,Consumer Staples,Beverages
28.5180000,11-30-2025,HGPI,"Horizon Group Properties, Inc.",United States,United States,USD,Real Estate,Real Estate Investment Trusts
28.3975000,11-30-2025,LIVE,Live Ventures Inc,United States,United States,USD,Information Technology,Software
28.2912000,11-30-2025,FLUX,"Flux Power Holdings, Inc.",United States,United States,USD,Industrials,Electrical Equipment
28.2580000,11-30-2025,INTZ,Intrusion Inc,United States,United States,USD,Information Technology,Software
28.2150000,11-30-2025,HOVR,New Horizon Aircraft Ltd,United States,United States,USD,Finance,Corporate Finance
28.1960000,11-30-2025,TYGO,Tigo Energy Stock,United States,United States,USD,Finance,Corporate Finance
28.1200000,11-30-2025,VASO,Vaso Corp,United States,United States,USD,Health Care,Health Care Supplies
28.0794000,11-30-2025,PASG,"Passage Bio, Inc.",United States,United States,USD,Health Care,Biotechnology & Life Sciences
28.0020000,11-30-2025,KTCC,Key Tronics Corp.,United States,United States,USD,Information Technology,Computers & Peripherals
27.9357000,11-30-2025,HHS,Harte Hanks Inc,United States,United States,USD,Communications,Advertising
27.9125000,11-30-2025,STRR,Star Equity Holdings Inc,United States,United States,USD,Industrials,Commercial Services & Supplies
27.8313600,11-30-2025,CLGN,Collplant Biotechnologies Ltd,United States,United States,USD,Health Care,Pharmaceuticals
27.7220000,11-30-2025,MHGU,Meritage Hospitality Group Inc,United States,United States,USD,Consumer Discretionary,Restaurants
27.6640000,11-30-2025,WNDW,SolarWindow Technologies Inc,United States,United States,USD,Industrials,Electrical Equipment
27.5616000,11-30-2025,LESL,"Leslie's, Inc.",United States,United States,USD,Consumer Discretionary,Retail - Specialty
27.5462000,11-30-2025,LCGMF,Lion Copper and Gold Corp,United States,United States,USD,Materials,Copper & Zinc
27.2550000,11-30-2025,FORL,Four Leaf Acquisition Corp,United States,United States,USD,Finance,Corporate Finance
27.2448000,11-30-2025,QNTO,Quaint Oak Bancorp Inc,United States,United States,USD,Finance,Trusts & Thrifts
27.2052900,11-30-2025,RLYB,Rallybio Corp,United States,United States,USD,Health Care,Pharmaceuticals
27.1645000,11-30-2025,TBHC,Brand House Collective Inc,United States,United States,USD,Consumer Discretionary,Retail - Specialty
27.1320000,11-30-2025,PFBN,Pacific Alliance Bank,United States,United States,USD,Finance,Banks
27.1038000,11-30-2025,DRIO,DarioHealth Corp,United States,United States,USD,Information Technology,Software
27.0655000,11-30-2025,RDGT,Ridgetech Inc,United States,United States,USD,Consumer Staples,Retail - Food & Drug
27.0432000,11-30-2025,DAIO,Data I/O Corp.,United States,United States,USD,Information Technology,Electronic Equipment
26.7800000,11-30-2025,JFWV,JSB Financial Inc,United States,United States,USD,Finance,Banks
26.5761000,11-30-2025,UG,United Guardian Inc,United States,United States,USD,Consumer Staples,Personal Products
26.4962400,11-30-2025,SJ,Scienjoy Holding Corp,United States,United States,USD,Finance,General Finance
26.4776400,11-30-2025,PVCT,Provectus Biopharmaceuticals Inc,United States,United States,USD,Health Care,Pharmaceuticals
26.4542000,11-30-2025,BLBX,Blackboxstocks Inc,United States,United States,USD,Finance,Consumer Finance
26.4516000,11-30-2025,POCI,Precision Optics Corporation Inc,United States,United States,USD,Health Care,Health Care Supplies
26.4187000,11-30-2025,BEAT,Heartbeam Inc,United States,United States,USD,Health Care,Health Care Supplies
26.4176000,11-30-2025,XCUR,Exicure Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
26.3440000,11-30-2025,AMFC,AMB Financial Corp.,United States,United States,USD,Finance,Trusts & Thrifts
26.1268000,11-30-2025,VRAR,Glimpse Group Inc,United States,United States,USD,Information Technology,Software
25.9956000,11-30-2025,STLY,HG Holdings Inc,United States,United States,USD,Consumer Discretionary,Household Durables
25.9488000,11-30-2025,ELUT,Elutia Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
25.8168000,11-30-2025,HRGN,Biostage Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
25.8060000,11-30-2025,LITM,Snow Lake Resources Ltd,Canada,United States,USD,Materials,Metal & Glass
25.7715000,11-30-2025,WTMA,Welsbach Technology Metals Acquisition Corp,United States,United States,USD,Finance,Corporate Finance
25.7400000,11-30-2025,GZPHF,Guangzhou Pharmaceutical Company Limited ADR,China,United States,USD,Health Care,Pharmaceuticals
25.4736000,11-30-2025,CLPS,CLPS Inc,China,United States,USD,Information Technology,IT Services
25.4612000,11-30-2025,FENG,Phoenix New Media Ltd ADR,China,United States,USD,Communications,Internet
25.4514000,11-30-2025,AMBR,Amber Intl Holding Ltd,United States,United States,USD,Communications,Internet
25.4100000,11-30-2025,ACMT,Acmat Corp.,United States,United States,USD,Industrials,Construction & Engineering
25.3095000,11-30-2025,CRMZ,Creditriskmonitor.com Inc,United States,United States,USD,Industrials,Commercial Services & Supplies
25.2736000,11-30-2025,CYN,CYNGN Inc,United States,United States,USD,Information Technology,Software
25.2700000,11-30-2025,ARKR,Ark Restaurants Corp.,United States,United States,USD,Consumer Discretionary,Restaurants
25.0428000,11-30-2025,NUAI,New Era Energy & Digital Inc,United States,United States,USD,Finance,Corporate Finance
24.9040400,11-30-2025,CAPT,Captivision Inc,United States,United States,USD,Finance,Corporate Finance
24.8502000,11-30-2025,RVP,Retractable Technologies Inc.,United States,United States,USD,Health Care,Health Care Supplies
24.8111600,11-30-2025,NGNE,Neoleukin Therapeutics Inc,United States,United States,USD,Health Care,Pharmaceuticals
24.8032000,11-30-2025,DARE,Dare Bioscience Inc,United States,United States,USD,Health Care,Pharmaceuticals
24.7450000,11-30-2025,MRNO,HCM Acquisition Corp,United States,United States,USD,Finance,Corporate Finance
24.7336000,11-30-2025,BIOX,Bioceres Crop Solutions,United States,United States,USD,Finance,Corporate Finance
24.7270000,11-30-2025,LEE,Lee Enterprises Inc,United States,United States,USD,Communications,Publishing
24.5896000,11-30-2025,PKSGY,Parkson Retail Group Ltd ADR,China,United States,USD,Consumer Discretionary,Retail - General
24.4944000,11-30-2025,CTXR,Citius Pharmaceuticals Inc,United States,United States,USD,Health Care,Pharmaceuticals
24.4528200,11-30-2025,SST,System1 Inc,United States,United States,USD,Finance,Corporate Finance
24.3600000,11-30-2025,CRZY,"Crazy Woman Creek Bancorp, Inc.",United States,United States,USD,Finance,Trusts & Thrifts
24.3536000,11-30-2025,MLSS,Milestone Scientific Inc,United States,United States,USD,Health Care,Health Care Supplies
24.3000000,11-30-2025,IEHC,IEH Corp. (Industrial Hardware Manufacturing - Industrial Electronic Hardware),United States,United States,USD,Information Technology,Electronic Equipment
24.2784000,11-30-2025,USIO,Usio Inc,United States,United States,USD,Finance,Consumer Finance
24.2572000,11-30-2025,AHG,Akso Health Group,United States,United States,USD,Finance,Consumer Finance
24.1818000,11-30-2025,IBIO,iBio Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
24.1554300,11-30-2025,PDSB,PDS Biotechnology Corp,United States,United States,USD,Health Care,Biotechnology & Life Sciences
24.1068750,11-30-2025,SKLZ,Skillz Inc,United States,United States,USD,Finance,Corporate Finance
24.0120000,11-30-2025,RNLXY,Renalytix PLC,United States,United States,USD,Health Care,Biotechnology & Life Sciences
24.0112000,11-30-2025,CVV,CVD Equipment Corp,United States,United States,USD,Information Technology,Semiconductors
24.0039000,11-30-2025,BTDR,Bitdeer Technologies Group,United States,United States,USD,Finance,Corporate Finance
23.7770000,11-30-2025,FTFT,Future Fintech Group Inc,United States,United States,USD,Consumer Staples,Beverages
23.6628000,11-30-2025,WVFC,W V S Financial Corp,United States,United States,USD,Finance,Trusts & Thrifts
23.6196000,11-30-2025,ACET,resTORbio  Inc.,United States,United States,USD,Health Care,Biotechnology & Life Sciences
23.5300000,11-30-2025,PPHI,Positive Physicians Holdings Inc,United States,United States,USD,Finance,Insurance
23.4696000,11-30-2025,GLTO,Galecto Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
23.4358000,11-30-2025,TOON,Kartoon Studios Inc,United States,United States,USD,Communications,Entertainment
23.4220800,11-30-2025,MCRAB,"Mcrae Industries, Inc. Class B",United States,United States,USD,Consumer Discretionary,Apparel & Luxury Goods
23.4200000,11-30-2025,EVCO,Everest Consolidator Acquisition Corp,United States,United States,USD,Finance,Corporate Finance
23.3512000,11-30-2025,AAUAF,Almaden Minerals Ltd,United States,United States,USD,Materials,Copper & Zinc
23.2788000,11-30-2025,CRDF,Cardiff Oncology Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
23.0400000,11-30-2025,GTPS,Great American Bancorp Inc,United States,United States,USD,Finance,Trusts & Thrifts
22.9571000,11-30-2025,AUST,Austin Gold Corp,Canada,United States,USD,Materials,Gold & Silver
22.6526000,11-30-2025,VWFB,VWF Bancorp Inc,United States,United States,USD,Finance,Banks
22.4800000,11-30-2025,IGTA,Inception Growth Acquisition Ltd,United States,United States,USD,Finance,Corporate Finance
22.4510000,11-30-2025,CNAF,Commercial National Financial Corp. (PA),United States,United States,USD,Finance,Banks
22.4334000,11-30-2025,NAII,Natural Alternatives International Inc.,United States,United States,USD,Consumer Staples,Personal Products
22.1480000,11-30-2025,BGI,Birks Group Inc,United States,United States,USD,Consumer Discretionary,Retail - Specialty
22.1000000,11-30-2025,PSQH,PSQ Holdings Inc,United States,United States,USD,Finance,Corporate Finance
22.0336200,11-30-2025,CNVS,Cineverse Corp,United States,United States,USD,Information Technology,Software
22.0311000,11-30-2025,TLF,Tandy Leather Factory Inc,United States,United States,USD,Consumer Discretionary,Retail - General
21.8750000,11-30-2025,FAME,Flamemaster Corp. (The),United States,United States,USD,Materials,Chemicals
21.8472900,11-30-2025,LVRO,TPB Acquisition Corporation I,United States,United States,USD,Finance,Corporate Finance
21.8196000,11-30-2025,ANNA,Swiftmerge Acquisition Corp,United States,United States,USD,Finance,Corporate Finance
21.7832000,11-30-2025,BDCO,Blue Dolphin Energy Co.,United States,United States,USD,Energy,Oil & Gas Production
21.7803200,11-30-2025,MODD,Modular Medical Inc,United States,United States,USD,Health Care,Health Care Supplies
