issuer_ticker,as_of_date,iva_company_rating,environmental_pillar_score,climate_change_theme_score,carbon_emissions_score,energy_efficiency_score,prod_carb_ftprnt_score,ins_climate_chg_risk_score
GLPI,2025-09-01,BB,4.90,5.60,5.60,,,
BLBD,2025-09-01,BB,2.50,6.20,6.20,,,
IBP,2025-09-01,A,5.30,0.10,0.10,,,
KN,2025-09-01,A,2.90,0.08,0.08,,,
MEDP,2025-09-01,BBB,7.10,7.10,7.10,,,
ANET,2025-09-01,AA,0.03,9.70,9.70,,,
GEN,2025-09-01,A,6.40,9.90,9.90,,,
NAVI,2025-09-01,BB,8.70,8.70,8.70,,,
DNOW,2025-09-01,A,2.80,9.70,9.70,,,
HP,2025-09-01,B,3.70,3.80,3.80,,,
LMB,2025-09-01,BBB,2.90,6.20,6.20,,,
ENVA,2025-09-01,B,6.70,6.70,6.70,,,
ARDX,2025-09-01,B,4.10,7.10,7.10,,,
SLNO,2025-09-01,BBB,0.06,6.70,6.70,,,
HQY,2025-09-01,A,7.30,7.30,7.30,,,
CNX,2025-09-01,AA,0.04,1.70,1.70,,,
KEYS,2025-09-01,AAA,3.50,9.10,9.10,,,
VVX,2025-09-01,AA,2.60,4.10,4.10,,,
LBRDA,2025-09-01,BBB,0.07,0.07,0.07,,,
AXTA,2025-09-01,AA,7.30,0.10,0.10,,,
LAMR,2025-09-01,BB,8.30,8.30,8.30,,,
XHR,2025-09-01,BBB,6.60,7.30,7.30,,,
GDDY,2025-09-01,AA,0.10,0.10,0.10,,,
LYFT,2025-09-01,BBB,6.20,6.20,6.20,,,
APPF,2025-09-01,A,4.80,6.70,6.70,,,
WSC,2025-09-01,AA,6.90,6.90,6.90,,,
CSW,2025-09-01,BB,4.30,5.90,5.90,,,
HPE,2025-09-01,AAA,5.70,0.10,0.10,,,
PHM,2025-09-01,BB,2.80,0.10,0.10,,,
STE,2025-09-01,AAA,8.50,8.50,8.50,,,
COP,2025-09-01,BBB,8.70,8.70,8.70,,,
TWLO,2025-09-01,AA,5.70,9.70,9.70,,,
IREN,2025-09-01,BBB,3.40,4.80,4.80,,,
ACAD,2025-09-01,AAA,8.20,8.20,8.20,,,
HTZ,2025-09-01,A,0.07,0.07,0.07,,,
KNSL,2025-09-01,BBB,5.90,5.90,6.70,,,5.90
YETI,2025-09-01,AAA,8.60,9.70,9.70,,,
COCO,2025-09-01,BB,3.40,5.90,5.70,,5.90,
METC,2025-09-01,CCC,0.70,0.00,0.00,,,
ULTA,2025-09-01,AA,6.30,6.30,0.10,,6.30,
CVNA,2025-09-01,BBB,2.20,0.01,6.10,,0.01,
AM,2025-09-01,A,4.10,4.70,4.70,,,
APPN,2025-09-01,A,0.05,0.07,0.07,,,
ATUS,2025-09-01,BB,0.07,0.07,0.07,,,
AHR,2025-09-01,B,2.90,4.30,4.30,,,
DBX,2025-09-01,A,5.60,0.09,0.09,,,
ST,2025-09-01,AA,5.30,9.20,9.20,,,
LASR,2025-09-01,B,2.50,5.50,5.50,,,
VRT,2025-09-01,B,4.50,7.80,7.80,,,
EVRG,2025-09-01,A,5.90,5.90,5.90,,,
QUBT,2025-09-01,CCC,2.70,6.70,6.70,,,
ARLO,2025-09-01,A,2.10,0.10,0.10,,,
ELAN,2025-09-01,AAA,3.60,8.10,8.10,,,
MLNK,2025-09-01,A,4.90,8.30,8.30,,,
ABT,2025-09-01,BBB,0.10,0.10,0.10,,,
TMHC,2025-09-01,A,4.70,8.20,8.20,,,
MDU,2025-09-01,AAA,6.30,8.50,8.50,,,
FOXA,2025-09-01,BBB,9.70,9.70,9.70,,,
JNJ,2025-09-01,BBB,0.05,0.10,0.10,,,
AKRO,2025-09-01,B,5.60,6.70,6.70,,,
DT,2025-09-01,AA,5.70,0.09,0.09,,,
CRC,2025-09-01,BBB,2.80,2.70,0.10,,2.70,
OTIS,2025-09-01,A,4.70,0.10,0.10,,,
VNT,2025-09-01,A,4.30,0.10,0.10,,,
EOSE,2025-09-01,B,4.20,5.90,5.90,,,
DKNG,2025-09-01,BBB,5.10,5.10,5.10,,,
QS,2025-09-01,BB,4.80,7.20,7.20,,,
VITL,2025-09-01,AA,4.30,3.20,7.70,,3.20,
CRON,2025-09-01,BBB,1.20,3.30,3.30,,,
ENR,2025-09-01,BBB,6.60,0.10,0.10,,,
DYN,2025-09-01,BB,6.20,8.70,8.70,,,
SNOW,2025-09-01,BBB,5.20,5.70,5.70,,,
PWP,2025-09-01,CCC,0.02,0.02,6.70,,,
EVGO,2025-09-01,A,7.60,6.50,6.50,,,
ASAN,2025-09-01,AA,5.90,9.70,9.70,,,
CMPO,2025-09-01,BBB,4.20,4.70,4.70,,,
MRVI,2025-09-01,B,6.20,6.20,6.20,,,
DRVN,2025-09-01,BB,5.90,5.90,5.90,,,
DOCS,2025-09-01,AAA,8.20,8.40,9.50,,8.40,
COUR,2025-09-01,AA,7.70,7.70,7.70,,,
RXRX,2025-09-01,BB,6.70,7.30,7.30,,,
PCT,2025-09-01,BB,3.70,1.10,1.10,,,
ALHC,2025-09-01,A,8.70,8.70,8.70,,,
PATH,2025-09-01,AA,5.90,0.09,0.09,,,
AVAH,2025-09-01,BBB,5.60,5.60,5.60,,,
TASK,2025-09-01,BB,8.70,8.70,8.70,,,
VERA,2025-09-01,BBB,6.10,6.70,6.70,,,
ZETA,2025-09-01,CCC,6.70,6.70,6.70,,,
VAL,2025-09-01,BB,4.10,4.30,4.30,,,
FLYW,2025-09-01,BBB,7.30,7.30,7.30,,,
OWL,2025-09-01,CCC,7.30,7.30,7.30,,,
LENZ,2025-09-01,BBB,5.10,6.70,6.70,,,
JXN,2025-09-01,BBB,0.09,0.09,0.09,,,
TMC,2025-09-01,BBB,0.02,4.20,4.20,,,
FLNC,2025-09-01,BBB,4.80,8.30,8.30,,,
ARHS,2025-09-01,BB,2.20,1.90,5.50,,1.90,
PX,2025-09-01,CCC,0.07,0.07,0.07,,,
NN,2025-09-01,AA,4.90,6.70,6.70,,,
RDDT,2025-09-01,BB,6.20,6.20,6.20,,,
ALG,2025-09-01,B,3.30,3.70,0.08,,3.70,
SYM,2025-09-01,BB,3.60,0.06,0.06,,,
ZYME,2025-09-01,BBB,6.10,0.08,0.08,,,
RKLB,2025-09-01,A,4.40,6.20,6.20,,,
MBC,2025-09-01,BB,2.90,6.30,6.30,,,
VTS,2025-09-01,CCC,1.10,0.00,0.00,,,
MLYS,2025-09-01,BB,5.10,6.70,6.70,,,
LIN,2025-09-01,A,4.80,5.30,5.30,,,
APGE,2025-09-01,BB,6.10,6.70,6.70,,,
PSA,2025-09-01,BBB,5.20,9.60,9.60,,,
VLTO,2025-09-01,AAA,5.30,0.10,0.10,,,
AMRX,2025-09-01,B,2.40,7.70,7.70,,,
GEV,2025-09-01,A,6.50,0.10,0.10,,,
BLK,2025-09-01,A,0.10,0.10,0.10,,,
TEM,2025-09-01,A,5.80,5.80,5.80,,,
GRAL,2025-09-01,B,2.30,6.20,6.20,,,
CURB,2025-09-01,CCC,0.02,4.30,4.30,,,
ECG,2025-09-01,A,2.90,7.90,7.90,,,
PRM,2025-09-01,BB,2.40,3.90,3.90,,,
KRMN,2025-09-01,A,3.10,6.10,6.10,,,
SPG,2025-09-01,BB,6.70,9.70,9.70,,,
SPG,2025-09-01,BB,6.70,9.70,9.70,,,
ED,2025-09-01,BBB,0.06,5.70,5.70,,,
DE,2025-09-01,AA,5.80,0.10,0.10,,,
AEP,2025-09-01,AA,6.80,7.50,7.50,,,
PFE,2025-09-01,BBB,6.20,0.10,0.10,,,
VZ,2025-09-01,A,0.10,0.10,0.10,,,
FE,2025-09-01,A,6.30,6.90,6.90,,,
KMI,2025-09-01,AA,5.90,7.60,7.60,,,
GPK,2025-09-01,A,4.80,7.10,7.10,,,
DUK,2025-09-01,BBB,4.30,3.20,3.20,,,
TFC,2025-09-01,BBB,2.60,2.60,0.10,,,
CMA,2025-09-01,A,1.40,1.40,0.10,,,
TXT,2025-09-01,A,2.90,0.10,0.10,,,
ROG,2025-09-01,A,6.50,0.10,0.10,,,
HST,2025-09-01,A,7.50,9.60,9.60,,,
H,2025-09-01,AA,7.60,8.60,8.60,,,
XEL,2025-09-01,AA,6.60,7.50,7.50,,,
GS,2025-09-01,AA,8.90,8.90,0.10,,,
BCC,2025-09-01,A,5.30,5.80,5.80,,,
PPL,2025-09-01,AA,4.90,5.60,5.60,,,
ST,2025-09-01,AA,5.30,9.20,9.20,,,
KAR,2025-09-01,A,8.60,8.60,8.60,,,
BWXT,2025-09-01,AA,2.20,9.20,9.20,,,
AMC,2025-09-01,BBB,6.70,6.70,6.70,,,
LNW,2025-09-01,A,6.60,6.60,6.60,,,
NG,2025-09-01,AAA,7.80,0.10,0.10,,,
DG,2025-09-01,A,2.30,3.10,0.10,,3.10,
BSY,2025-09-01,AA,5.80,0.10,0.10,,,
WMS,2025-09-01,AA,6.40,9.60,9.60,,,
KMI,2025-09-01,AAA,6.40,0.05,0.05,,,
ALX,2025-09-01,AA,6.70,0.10,0.10,,,
GNRC,2025-09-01,A,6.20,8.30,8.30,,,
SBAC,2025-09-01,AAA,8.50,8.50,8.50,,,
CHRD,2025-09-01,BB,1.50,0.00,0.00,,,
NXT,2025-09-01,AA,5.20,7.40,7.40,,,
WD,2025-09-01,A,0.40,0.40,0.10,,,
ARMK,2025-09-01,A,0.05,9.70,9.70,,,
MARA,2025-09-01,B,0.01,0.01,0.01,,,
RLJ,2025-09-01,B,3.80,8.90,8.90,,,
PPTA,2025-09-01,BBB,1.20,2.80,2.80,,,
GRPN,2025-09-01,BBB,7.20,7.20,7.20,,,
CI,2025-09-01,AA,0.10,0.10,0.10,,,
ET,2025-09-01,BB,3.10,3.40,3.40,,,
VTOL,2025-09-01,B,1.60,1.60,1.60,,,
POST,2025-09-01,BBB,3.70,5.20,9.50,,5.20,
EPAM,2025-09-01,A,5.50,0.10,0.10,,,
MTSI,2025-09-01,BBB,3.90,6.20,6.20,,,
AON,2025-09-01,A,7.80,7.80,0.10,,,7.80
SUPN,2025-09-01,BB,1.90,6.40,6.40,,,
GMED,2025-09-01,B,6.40,6.40,6.40,,,
NOW,2025-09-01,AAA,6.80,9.70,9.70,,,
BNL,2025-09-01,BBB,3.80,6.60,6.60,,,
WPC,2025-09-01,A,4.70,6.80,6.80,,,
MPLX,2025-09-01,A,5.70,0.05,0.05,,,
ABBV,2025-09-01,AA,8.20,0.10,0.10,,,
NN,2025-09-01,AA,0.10,0.10,0.10,,,0.10
GDDY,2025-09-01,AA,0.10,0.10,0.10,,,
ESNT,2025-09-01,BBB,3.30,3.30,0.08,,,3.30
REXR,2025-09-01,A,5.70,8.90,8.90,,,
PSX,2025-09-01,BB,5.10,3.70,3.70,,,
CHTR,2025-09-01,BBB,0.10,0.10,0.10,,,
PLUS,2025-09-01,A,0.06,0.06,0.06,,,
IRT,2025-09-01,BB,3.70,5.60,5.60,,,
SPNT,2025-09-01,BB,3.50,3.50,8.70,,,3.50
HLT,2025-09-01,A,5.90,8.40,8.40,,,
RNG,2025-09-01,AA,5.80,8.30,8.30,,,
ICE,2025-09-01,AA,0.10,0.10,0.10,,,
VRNS,2025-09-01,BBB,6.70,6.70,6.70,,,
OUT,2025-09-01,AA,0.09,0.09,0.09,,,
AM,2025-09-01,AA,0.04,4.80,4.80,,,
SYF,2025-09-01,AA,9.70,9.70,9.70,,,
SPGI,2025-09-01,AAA,0.10,0.10,0.10,,,
XIFR,2025-09-01,A,7.80,0.10,0.10,,,
AMPH,2025-09-01,B,1.90,6.40,6.40,,,
GEO,2025-09-01,BB,7.40,7.40,7.40,,,
NEXT,2025-09-01,BB,2.60,1.10,1.10,,,
CRC,2025-09-01,A,4.10,4.10,4.10,,,
FRPT,2025-09-01,AA,3.40,4.80,9.30,,4.80,
JCI,2025-09-01,AA,6.40,0.10,0.10,,,
IRM,2025-09-01,AA,9.70,9.70,9.70,,,
MDT,2025-09-01,BBB,0.10,0.10,0.10,,,
FND,2025-09-01,A,3.40,5.80,6.10,,5.80,
EQH,2025-09-01,AA,6.70,6.70,9.70,,,6.70
AFG,2025-09-01,A,3.70,3.70,0.10,,,
ALRM,2025-09-01,A,6.20,6.70,6.70,,,
EPR,2025-09-01,AA,0.05,6.20,8.50,,6.20,
PYPL,2025-09-01,A,0.10,0.10,0.10,,,
UBER,2025-09-01,A,0.09,0.09,0.09,,,
H,2025-09-01,AA,7.60,8.60,8.60,,,
AXSM,2025-09-01,BB,1.90,6.70,6.70,,,
FCPT,2025-09-01,BB,2.80,5.60,5.60,,,
RRR,2025-09-01,B,2.30,2.60,2.60,,,
APA,2025-09-01,AA,7.30,7.30,7.30,,,
AA,2025-09-01,A,0.02,3.50,3.50,,,
IQV,2025-09-01,AAA,0.10,0.10,0.10,,,
VST,2025-09-01,BB,2.40,1.80,1.80,,,
IIPR,2025-09-01,B,3.80,4.90,4.90,,,
SWX,2025-09-01,AA,8.80,8.80,8.80,,,
KRP,2025-09-01,CCC,0.00,0.00,0.00,,,
SNAP,2025-09-01,BBB,0.10,0.10,0.10,,,
YEXT,2025-09-01,A,4.60,6.20,6.20,,,
DD,2025-09-01,A,4.60,9.20,9.20,,,
KRYS,2025-09-01,B,0.04,5.70,5.70,,,
PRM,2025-09-01,B,3.80,2.80,2.80,,,
CARG,2025-09-01,BBB,7.50,7.50,7.50,,,
EYE,2025-09-01,AAA,2.10,2.10,0.08,,2.10,
NWL,2025-09-01,BBB,0.10,0.10,0.10,,,
NMRK,2025-09-01,BBB,5.20,8.70,8.70,,,
KEYS,2025-09-01,BB,7.20,7.20,7.20,,,
LILA,2025-09-01,A,0.10,0.10,0.10,,,
GSHD,2025-09-01,BBB,0.06,0.06,6.70,,,0.06
VTR,2025-09-01,BBB,5.30,8.90,8.90,,,
BE,2025-09-01,A,6.40,7.80,7.80,,,
CWK,2025-09-01,AAA,5.80,0.10,0.10,,,
ACA,2025-09-01,AA,3.40,8.10,8.10,,,
TWST,2025-09-01,BB,0.08,0.08,0.08,,,
MRNA,2025-09-01,A,4.60,8.80,8.80,,,
DIS,2025-09-01,BBB,0.10,0.10,0.10,,,
OSW,2025-09-01,BBB,0.03,3.80,3.80,,,
BTSG,2025-09-01,A,5.70,5.70,5.70,,,
IDYA,2025-09-01,BBB,6.10,6.70,6.70,,,
CTVA,2025-09-01,BBB,5.30,0.10,0.10,,,
CHWY,2025-09-01,BBB,0.70,0.70,6.20,,0.70,
TRN,2025-09-01,AAA,0.10,0.10,0.10,,,
DDOG,2025-09-01,AA,5.60,0.09,0.09,,,
BWIN,2025-09-01,A,5.30,5.30,0.07,,,5.30
OI,2025-09-01,A,6.60,4.20,4.20,,,
SDGR,2025-09-01,BBB,8.10,8.10,8.10,,,
RVMD,2025-09-01,B,6.10,6.70,6.70,,,
ELVN,2025-09-01,AA,5.60,6.70,6.70,,,
SILA,2025-09-01,B,2.60,5.60,5.60,,,
RPRX,2025-09-01,AA,1.90,7.40,7.40,,,
LMND,2025-09-01,CCC,0.80,0.80,6.70,,,0.80
MIR,2025-09-01,A,2.50,6.70,6.70,,,
VTRS,2025-09-01,BBB,3.90,0.10,0.10,,,
ALEX,2025-09-01,BBB,4.20,0.09,0.09,,,
NCNO,2025-09-01,BBB,4.90,6.70,6.70,,,
EVLV,2025-09-01,B,2.50,6.70,6.70,,,
JAMF,2025-09-01,A,5.70,9.70,9.70,,,
CIFR,2025-09-01,B,0.00,0.00,0.00,,,
LESL,2025-09-01,AA,5.70,5.70,7.20,,5.70,
IONQ,2025-09-01,BB,3.80,6.60,6.60,,,
DASH,2025-09-01,BB,8.50,8.50,8.50,,,
WOOF,2025-09-01,AA,4.60,4.60,0.10,,4.60,
SEMR,2025-09-01,BBB,4.60,6.70,6.70,,,
BMBL,2025-09-01,BBB,9.70,9.70,9.70,,,
SHLS,2025-09-01,A,4.50,8.10,8.10,,,
BBAI,2025-09-01,CCC,4.50,7.30,7.30,,,
ALKT,2025-09-01,BBB,4.90,6.70,6.70,,,
ACVA,2025-09-01,BBB,6.40,6.40,6.40,,,
TDUP,2025-09-01,AA,6.40,0.10,8.20,,0.10,
DTM,2025-09-01,A,4.90,4.50,4.50,,,
CNM,2025-09-01,AA,4.70,8.10,8.10,,,
NUVL,2025-09-01,CCC,0.05,6.70,6.70,,,
SHCO,2025-09-01,BBB,4.40,8.20,8.20,,,
PRCT,2025-09-01,A,6.70,6.70,6.70,,,
WRBY,2025-09-01,A,5.30,5.30,6.60,,5.30,
SG,2025-09-01,BB,3.20,8.40,8.40,,,
WULF,2025-09-01,CCC,0.30,0.30,0.30,,,
FCFS,2025-09-01,CCC,0.08,0.08,0.08,,,
TPG,2025-09-01,B,7.30,7.30,7.30,,,
DINO,2025-09-01,A,4.20,5.30,5.30,,,
IDCC,2025-09-01,AAA,7.30,7.30,7.30,,,
SMR,2025-09-01,B,4.10,6.60,6.60,,,
CXT,2025-09-01,BBB,2.30,0.10,0.10,,,
QDEL,2025-09-01,A,0.10,0.10,0.10,,,
QBTS,2025-09-01,A,4.60,6.70,6.70,,,
BHVN,2025-09-01,A,6.40,0.07,0.07,,,
PRME,2025-09-01,BB,6.10,6.70,6.70,,,
SKWD,2025-09-01,B,0.03,0.03,6.70,,,0.03
KIM,2025-09-01,BBB,6.10,9.60,9.60,,,
DOC,2025-09-01,AA,7.40,9.60,9.60,,,
KNF,2025-09-01,A,5.70,6.90,6.90,,,
DBD,2025-09-01,A,4.10,0.10,0.10,,,
AESI,2025-09-01,B,3.50,2.50,2.50,,,
BG,2025-09-01,AAA,5.40,9.50,9.50,,,
NWE,2025-09-01,A,6.20,6.90,6.90,,,
RBRK,2025-09-01,BBB,6.70,6.70,6.70,,,
LH,2025-09-01,AA,0.10,0.10,0.10,,,
SW,2025-09-01,A,5.30,0.08,0.08,,,
TSLA,2025-09-01,BBB,9.20,0.10,9.20,,0.10,
HASI,2025-09-01,AA,0.10,0.10,0.10,,,
CLMT,2025-09-01,B,1.80,2.10,2.10,,,
TEL,2025-09-01,A,4.30,0.10,0.10,,,
TIC,2025-09-01,BBB,0.07,0.07,0.07,,,
TRIP,2025-09-01,BB,5.50,5.50,5.50,,,
PENG,2025-09-01,BBB,4.50,8.60,8.60,,,
